Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
JP,Japan,2006,MF,  500.0, 6 250.0,8.0, 2 230.0, 60 340.0,2.2, 2 730.0,18.3, 13 890.0,3.6,3.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2007,MF,  470.0, 6 100.0,7.7, 2 120.0, 60 580.0,2.2, 2 590.0,18.1, 13 590.0,3.5,3.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2008,MF,  430.0, 5 950.0,7.2, 2 220.0, 60 540.0,2.0, 2 650.0,16.2, 13 320.0,3.2,3.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2009,MF,  520.0, 5 740.0,9.1, 2 810.0, 60 460.0,1.9, 3 330.0,15.6, 13 060.0,4.0,4.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2010,MF,  510.0, 5 530.0,9.2, 2 810.0, 60 680.0,2.0, 3 320.0,15.4, 12 820.0,4.0,4.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JO,Jordan,2007,MF,,,28.3,,,3.4,,,,,8.4,NSO,LFS,T,Youth: 15-24; Adult: 25+,
JO,Jordan,2008,MF,,,27.5,,,3.4,,,,,8.2,NSO,LFS,T,Youth: 15-24; Adult: 25+,
JO,Jordan,2009,MF,,,27.0,,,3.1,,,,,8.6,NSO,LFS,T,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2001,MF,  240.4,,,  539.9,,,  780.3,30.8,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2002,MF,  193.1, 1 114.0,17.3,  497.6, 6 285.7,2.2,  690.7,28.0, 2 180.5,8.9,7.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2003,MF,  188.6, 1 298.3,14.5,  483.5, 6 359.0,1.9,  672.1,28.1, 2 567.4,7.3,7.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2004 b,MF,  191.6, 1 342.5,14.3,  467.2, 6 498.2,2.0,  658.8,29.1, 2 712.7,7.1,7.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2005,MF,  183.7,,,  457.1,,,  640.8,28.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2006,MF,  169.0,,,  456.5,,,  625.5,27.0,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2007,MF,  126.8,,,  470.3,,,  597.1,21.2,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
KZ,Kazakhstan,2008 b,MF,  96.7, 1 305.7,7.4,  461.2, 7 109.4,1.1,  557.9,17.3, 2 782.1,3.5,6.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
KZ,Kazakhstan,2009 b,MF,  87.2, 1 301.493,6.7,  467.3, 7 156.407,1.0,  554.5,15.7,,,6.5,NSO,LFS,C,Youth: 15-24; Adult: 25+,
KR,"Korea, Republic of",1980,MF,  363.0, 3 168.0,11.5,  387.0, 11 266.0,3.3,  750.0,48.4, 7 027.0,5.2,3.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
KR,"Korea, Republic of",1981,MF,  308.0, 3 032.0,10.2,  354.0, 11 655.0,3.3,  662.0,46.5, 7 119.0,4.3,3.0,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
KR,"Korea, Republic of",1982,MF,  304.0, 3 016.0,10.1,  352.0, 12 018.0,3.4,  656.0,46.3, 7 105.0,4.3,2.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
KR,"Korea, Republic of",1983,MF,  258.0, 2 814.0,9.2,  357.0, 12 304.0,3.2,  615.0,42.0, 7 063.0,3.7,2.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1984,MF,  233.0, 2 632.0,8.9,  337.0, 12 366.0,3.2,  570.0,40.9, 7 231.0,3.2,2.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1985,MF,  259.0, 2 581.0,10.0,  362.0, 13 012.0,3.6,  621.0,41.7, 7 259.0,3.6,2.8,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1986,MF,  236.0, 2 625.0,9.0,  378.0, 13 492.0,3.2,  614.0,38.4, 7 406.0,3.2,2.8,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1987,MF,  201.0, 2 620.0,7.7,  320.0, 14 254.0,3.4,  521.0,38.6, 7 389.0,2.7,2.2,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1988,MF,  180.0, 2 501.0,7.2,  256.0, 14 806.0,4.2,  436.0,41.3, 7 364.0,2.4,1.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1989,MF,  174.0, 2 565.0,6.8,  289.0, 15 457.0,3.6,  463.0,37.6, 7 477.0,2.3,1.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1990,MF,  185.0, 2 649.0,7.0,  270.0, 15 891.0,4.1,  455.0,40.7, 7 577.0,2.4,1.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1991,MF,  215.0, 2 943.0,7.3,  245.0, 16 167.0,4.8,  460.0,46.7, 7 897.0,2.7,1.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1992,MF,  222.0, 2 907.0,7.6,  268.0, 16 592.0,4.7,  490.0,45.3, 7 774.0,2.9,1.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1993,MF,  253.0, 2 828.0,8.9,  317.0, 16 977.0,4.8,  570.0,44.4, 7 666.0,3.3,1.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1994,MF,  203.0, 2 803.0,7.2,  301.0, 17 552.0,4.2,  504.0,40.3, 7 534.0,2.7,1.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1995,MF,  173.0, 2 759.0,6.3,  257.0, 18 087.0,4.4,  430.0,40.2, 7 470.0,2.3,1.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1996,MF,  163.0, 2 671.0,6.1,  273.0, 18 617.0,4.2,  436.0,37.4, 7 433.0,2.2,1.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1997,MF,  194.0, 2 560.0,7.6,  374.0, 19 222.0,3.9,  568.0,34.2, 7 350.0,2.6,1.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1998,MF,  371.0, 2 339.0,15.9, 1 121.0, 19 088.0,2.7, 1 492.0,24.9, 7 262.0,5.1,5.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",1999,MF,  320.0, 2 283.0,14.0, 1 054.0, 19 383.0,2.6, 1 374.0,23.3, 7 102.0,4.5,5.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2000,MF,  249.0, 2 297.7,10.8,  729.8, 19 836.699,2.9,  978.8,25.4, 6 960.2,3.6,3.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2001,MF,  233.4, 2 280.4,10.2,  665.7, 20 190.6,3.1,  899.1,26.0, 6 802.2,3.4,3.3,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2002,MF,  195.9, 2 292.5,8.5,  555.8, 20 627.9,3.2,  751.7,26.1, 6 662.7,2.9,2.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2003,MF,  224.8, 2 231.1,10.1,  592.9, 20 725.301,3.5,  817.7,27.5, 6 514.2,3.5,2.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2004,MF,  231.3, 2 211.7,10.5,  628.7, 21 205.1,3.5,  860.0,26.9, 6 348.0,3.6,3.0,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2005,MF,  207.7, 2 033.7,10.2,  679.2, 21 709.301,3.3,  886.9,23.4, 6 113.1,3.4,3.1,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2006,MF,  181.0, 1 808.0,10.0,  643.0, 22 170.0,3.5,  824.0,22.0, 5 983.0,3.0,2.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2007,MF,  147.0, 1 671.0,8.8,  636.0, 22 546.0,3.1,  783.0,18.8, 5 938.0,2.5,2.8,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2008,MF,  145.0, 1 555.0,9.3,  628.0, 22 794.0,3.4,  773.0,18.8, 5 920.0,2.4,2.8,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2009,MF,  148.0, 1 508.0,9.8,  742.0, 22 887.0,3.0,  890.0,16.6, 5 934.0,2.5,3.2,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KR,"Korea, Republic of",2010,MF,  150.0, 1 525.0,9.8,  771.0, 23 224.0,3.0,  921.0,16.3, 5 979.0,2.5,3.3,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
KW,Kuwait,1983,MF,  3.774,  79.7,4.7,  1.887,  418.0,10.5,  5.661,66.7,  283.3,1.3,0.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
KW,Kuwait,1995 b,MF,  10.547,  80.045,13.2,  5.372,  667.406,16.4,  15.919,66.3,  243.737,4.3,0.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
KW,Kuwait,2005,MF,  14.914,  131.7,11.3,  7.448, 1 014.8,15.4,  22.362,66.7,,,0.7,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
KG,Kyrgyzstan,2002,MF,  95.9,  477.5,20.1,  169.6, 1 638.2,1.9,  265.5,36.1,  995.9,9.6,10.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: November
KG,Kyrgyzstan,2003,MF,  74.0,,,  138.4,,,  212.4,34.8,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: November
KG,Kyrgyzstan,2004,MF,  72.6,  476.3,15.2,  113.1, 1 700.7,2.3,  185.7,39.1, 1 048.6,6.9,6.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: November
KG,Kyrgyzstan,2005,MF,  72.4,  501.0,14.5,  110.9, 1 759.6,2.3,  183.3,39.5,,,6.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: November
KG,Kyrgyzstan,2006,MF,  72.8,  499.8,14.6,  116.2, 1 785.3,2.2,  189.0,38.5, 1 074.6,6.8,6.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
LA,Lao People's Democratic Republic,1995,MF,  30.496,  607.786,5.0,  13.177, 1 473.179,5.6,  53.676,56.8,  819.833,3.7,0.9,NSO,PC,C,Youth: 15-24; Adult: 25+,Reference period: March of the preceding year to March of the current year
LV,Latvia,1996,MF,  55.8,  163.6,34.1,  183.0, 1 018.8,1.9,  238.8,23.4,  333.4,16.7,18.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Coverage limitation: Excluding conscripts
LV,Latvia,1997,MF,  39.2,  151.6,25.9,  135.3, 1 034.5,2.0,  174.5,22.5,  331.5,11.8,13.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Coverage limitation: Excluding conscripts
LV,Latvia,1998 b,MF,  69.6,  116.5,59.7,  251.6,  775.2,1.8,  321.2,21.7,  325.8,21.4,32.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,1999,MF,  67.6,  117.0,57.8,  249.3,  790.1,1.8,  316.9,21.3,  326.4,20.7,31.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2000,MF,  65.7,  116.5,56.4,  244.7,  802.9,1.9,  310.4,21.2,  324.3,20.3,30.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2001,MF,  62.3,  113.0,55.1,  236.6,  815.8,1.9,  298.9,20.8,  322.4,19.3,29.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2002,MF,  57.1,  106.4,53.7,  243.3,  831.8,1.8,  300.4,19.0,  319.2,17.9,29.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2003,MF,  40.1,  148.6,27.0,  126.6, 1 004.2,2.1,  166.7,24.1,  329.6,12.2,12.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2004,MF,  33.4,  142.0,23.5,  122.0,  985.3,1.9,  155.4,21.5,  335.5,10.0,12.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2005,MF,  27.8,  130.6,21.3,  128.2,  967.1,1.6,  156.0,17.8,  339.6,8.2,13.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2006,MF,  29.4,  128.0,23.0,  115.7,  979.3,1.9,  145.1,20.3,  340.5,8.6,11.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2007,MF,  34.2,  133.7,25.6,  116.4, 1 004.2,2.2,  150.6,22.7,  344.8,9.9,11.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2008,MF,  24.4,  139.1,17.5,  94.4,  983.4,1.8,  118.8,20.5,  350.8,7.0,9.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2009,MF,  25.3,  131.1,19.3,  86.9, 1 002.4,2.2,  112.2,22.5,  356.2,7.1,8.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LV,Latvia,2010,MF,  18.3,  135.1,13.5,  82.6,  999.5,1.6,  100.9,18.1,  358.7,5.1,8.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
LB,Lebanon,2004,MF,  48.6,  229.8,20.9,  48.6,  972.868,4.2,  94.3,51.5,  745.7,6.5,5.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
LB,Lebanon,2007,MF,  49.7,  224.7,22.1,  60.9, 1 004.1,3.6,  110.6,44.9,  731.4,6.8,6.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
LS,Lesotho,1997,MF,  79.01,  166.8,47.4,  136.9,  382.77,1.3,  215.91,36.6,  330.17,23.9,35.8,NSO,LFS,C,Youth: 15-24; Adult: 25+,
LS,Lesotho,1999 b,MF,  85.413,  254.7,33.5,  121.158,  502.9,1.4,  206.571,41.3,  393.3,21.7,24.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
LS,Lesotho,2008 b,MF,  68.651,  199.393,34.4,  123.468,  558.927,1.6,  192.119,35.7,  441.99,15.5,22.1,NSO,HS,T,Youth: 15-24; Adult: 25-64,
LR,Liberia,2007,MF,  15.0,  317.0,4.7,  48.0,  818.0,0.8,  63.0,23.8,,,5.9,NSO,CWIQ,T,Youth: 15-24; Adult: 25+,Reference period: August
LR,Liberia,2010 b,MF,  10.035,  197.575,5.9,  32.06,  962.314,1.8,  42.1,23.8,,,3.3,NSO,LFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,1997,MF,  65.5,  254.0,25.8,  191.7, 1 565.7,2.1,  257.2,25.5,  586.0,11.2,12.2,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,Coverage limitation: Excluding conscripts
LT,Lithuania,1998 b,MF,  17.9,  147.0,12.2,  61.7, 1 019.6,2.0,  79.6,22.5,  360.1,5.0,6.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,1999,MF,  16.5,  154.1,10.7,  54.8, 1 035.2,2.0,  71.3,23.1,  358.6,4.6,5.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2000,MF,  19.9,  151.5,13.1,  70.6, 1 063.5,2.0,  90.5,22.0,  353.5,5.6,6.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2001,MF,  47.8,  142.2,33.6,  155.4, 1 044.1,2.3,  203.2,23.5,  341.3,14.0,14.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2002,MF,  45.5,  131.8,34.5,  170.6, 1 025.2,2.1,  216.1,21.1,  326.5,13.9,16.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2003,MF,  55.3,  219.0,25.3,  180.1, 1 497.7,2.1,  235.4,23.5,  496.1,11.1,12.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2004,MF,  54.2,  212.7,25.5,  175.8, 1 504.9,2.2,  230.0,23.6,  493.9,11.0,11.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2005,MF,  52.7,  184.5,28.6,  216.3, 1 503.9,2.0,  269.0,19.6,  494.3,10.7,14.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2006,MF,  51.4,  162.7,31.6,  226.6, 1 488.2,2.1,  278.0,18.5,  493.1,10.4,15.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2007,MF,  32.2,  157.5,20.4,  180.3, 1 475.8,1.7,  212.5,15.2,  496.5,6.5,12.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2008,MF,  44.1,  163.9,26.9,  173.5, 1 526.3,2.4,  217.6,20.3,  508.4,8.7,11.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2009,MF,  28.8,  135.7,21.2,  154.8, 1 485.1,2.0,  183.6,15.7,  518.2,5.6,10.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LT,Lithuania,2010,MF,  20.7,  131.6,15.7,  112.3, 1 475.2,2.1,  133.0,15.6,  524.5,3.9,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
LU,Luxembourg,1983,MF,  2.3,  34.0,6.8,  2.486,  115.676,3.1,  4.786,48.1,  56.5,4.1,2.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1984,MF,  1.8,  32.6,5.5,  2.198,  117.062,2.9,  3.998,45.0,  55.9,3.2,1.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1985,MF,  2.2,  32.7,6.7,  2.334,  119.49,3.4,  4.534,48.5,  55.8,3.9,2.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1986,MF,  2.0,  32.2,6.2,  2.078,  120.981,3.6,  4.078,49.0,  55.4,3.6,1.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1987,MF,  1.5,  30.4,4.9,  2.272,  127.887,2.8,  3.772,39.8,  53.8,2.8,1.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1988,MF,  1.3,  29.0,4.5,  1.704,  126.085,3.3,  3.004,43.3,  55.3,2.4,1.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1989,MF,  0.8,  26.7,3.0,  1.586,  129.256,2.4,  2.386,33.5,  50.9,1.6,1.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1990,MF,  0.8,  22.0,3.6,  1.775,  137.683,2.8,  2.575,31.1,  49.0,1.6,1.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1991,MF,  0.7,  26.7,2.6,  1.738,  137.998,2.1,  2.438,28.7,  50.1,1.4,1.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1992 b,MF,  0.9,  25.5,3.5,  2.47,  142.503,2.0,  3.37,26.7,  49.9,1.8,1.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: May
Survey limitation: Definition of unemployment revised."
LU,Luxembourg,1993,MF,  1.0,  22.6,4.4,  2.915,  145.915,2.2,  3.915,25.5,  47.3,2.1,2.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1994,MF,  1.76,  22.281,7.9,  4.171,  148.158,2.8,  5.93,29.7,  47.932,3.7,2.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1995,MF,  1.452,  20.031,7.2,  3.414,  146.744,3.1,  4.866,29.8,  48.604,3.0,2.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1996,MF,  1.821,  19.718,9.2,  3.789,  150.983,3.7,  5.61,32.5,  48.479,3.8,2.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1997,MF,  1.312,  18.048,7.3,  3.07,  155.348,3.7,  4.382,29.9,  48.264,2.7,2.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1998,MF,  1.088,  16.965,6.4,  3.76,  158.479,2.7,  4.848,22.4,  48.033,2.3,2.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1999,MF,  1.113,  16.49,6.8,  3.135,  163.96,3.5,  4.248,26.2,  48.564,2.3,1.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2000,MF,  1.053,  16.51,6.4,  3.291,  168.712,3.3,  4.344,24.3,  48.53,2.2,2.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2001,MF,  1.093,  17.238,6.3,  2.314,  171.49,4.7,  3.407,32.1,  50.019,2.2,1.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2002,MF,  1.201,  17.252,7.0,  3.865,  176.041,3.2,  5.066,23.7,  49.715,2.4,2.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2003,MF,  1.667,  15.251,10.9,  5.471,  178.953,3.6,  7.137,23.3,  50.248,3.3,3.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2004,MF,  2.391,  14.137,16.9,  7.762,  184.412,4.0,  10.152,23.5,  50.475,4.7,4.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2005,MF,  2.042,  14.913,13.7,  7.054,  187.748,3.6,  9.096,22.4,  51.724,3.9,3.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2006,MF,  2.36,  14.592,16.2,  7.34,  190.457,4.2,  9.7,24.3,  52.458,4.5,3.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2007,MF,  2.166,  14.261,15.2,  6.431,  197.227,4.7,  8.598,25.2,  53.827,4.0,3.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2008,MF,  2.802,  15.682,17.9,  7.983,  197.466,4.4,  10.785,26.0,  54.034,5.2,4.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2009,MF,  3.135,  18.269,17.2,  8.59,  210.636,4.2,  11.725,26.7,  56.627,5.5,4.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2010,MF,  2.005,  14.087,14.2,  8.063,  216.793,3.8,  10.068,19.9,  56.972,3.5,3.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
MO,"Macau, China",1989,MF,  1.8,,,  4.1,,,  5.9,30.5,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1990,MF,  1.8,,,  3.6,,,  5.4,33.3,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1991,MF,  1.5,,,  3.8,,,  5.3,28.3,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1992,MF,  1.1,  27.8,4.0,  2.8,  142.3,2.0,  3.9,28.2,,,2.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1993,MF,  1.1,  29.0,3.8,  2.4,  142.7,2.3,  3.5,31.4,,,1.7,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1994,MF,  1.6,  28.4,5.6,  2.7,  148.1,3.1,  4.3,37.2,,,1.8,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1995,MF,  1.7,,,  5.1,  159.2,,  6.8,25.0,,,3.2,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1996,MF,  2.0,,,  6.5,  178.6,,  8.5,23.5,,,3.6,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1997,MF,  2.1,  25.0,8.4,  4.3,  182.2,3.6,  6.4,32.8,  54.4,3.9,2.4,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1998,MF,  2.6,  24.2,10.7,  6.8,  186.4,2.9,  9.4,27.7,  56.1,4.6,3.6,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1999,MF,  3.2,,,  10.1,,,  13.3,24.1,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2000,MF,  2.8,  28.3,9.9,  11.6,  186.4,1.6,  14.4,19.4,  70.5,4.0,6.2,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2001,MF,  2.7,,,  11.3,  189.7,,  14.0,19.3,,,6.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2002,MF,  2.8,,,  10.8,  189.6,,  13.6,20.6,,,5.7,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2003,MF,  3.0,  23.3,12.9,  10.2,  191.9,2.4,  13.2,22.7,  76.2,3.9,5.3,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
